,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,335.0,537.0,294.0,1794.0,1444.0,284.0,436.0,1642.0,412.0,314.0,311.0,285.0
layer_1,1623.0,1285.0,493.0,246.0,306.0,313.0,271.0,276.0,253.0,246.0,460.0,332.0
layer_2,2513.0,247.0,2572.0,2717.0,502.0,2029.0,307.0,459.0,1993.0,1253.0,562.0,246.0
layer_3,246.0,349.0,2741.0,663.0,246.0,247.0,1901.0,1954.0,2250.0,254.0,246.0,575.0
layer_4,350.0,441.0,246.0,424.0,246.0,475.0,260.0,788.0,247.0,249.0,246.0,2730.0
layer_5,246.0,247.0,323.0,260.0,414.0,247.0,524.0,246.0,247.0,246.0,247.0,246.0
layer_6,821.0,246.0,246.0,246.0,322.0,246.0,246.0,249.0,401.0,246.0,246.0,271.0
layer_7,2506.0,246.0,246.0,246.0,249.0,246.0,246.0,246.0,253.0,247.0,246.0,246.0
layer_8,246.0,246.0,246.0,246.0,246.0,247.0,253.0,515.0,246.0,246.0,246.0,247.0
layer_9,246.0,246.0,246.0,322.0,246.0,246.0,246.0,246.0,415.0,246.0,247.0,246.0
layer_10,246.0,246.0,246.0,246.0,248.0,274.0,246.0,246.0,246.0,1009.0,246.0,246.0
layer_11,273.0,246.0,246.0,246.0,246.0,247.0,246.0,246.0,386.0,246.0,246.0,246.0
